Date      Action   Price  Shares  TradeAmt  Fee  TradeGain  TotalGain  Position  PosValue  FloatGain  Cash     AcctAsset  RealAsset
24/04/25  BUY      32.7   200.0   6550.0    6.5  0.0        0.0        200.0     6550.0    -6.5       3443.5   9993.5     9993.5   
24/04/26  SELL     36.4   20.0    727.2     0.7  70.8       70.8       180.0     6544.8    643.9      4170.0   10714.8    10714.8  
24/05/01  BUY      34.2   15.0    512.8     0.5  0.0        70.8       195.0     6666.1    251.9      3656.7   10322.7    10322.7  
24/05/03  SELL     37.5   20.0    750.0     0.7  91.4       162.2      175.0     6562.5    806.2      4405.9   10968.4    10968.4  
24/05/06  SELL     40.4   20.0    807.4     0.8  148.7      310.9      155.0     6257.3    1158.9     5212.5   11469.9    11469.9  
24/05/06  HARVEST  40.8   0.0     500.0     0.0  0.0        310.9      155.0     6317.8    1219.4     4712.5   11030.3    11530.3  
24/05/09  BUY      37.7   15.0    566.0     0.6  0.0        310.9      170.0     6415.0    749.9      4145.9   10560.9    11060.9  
24/05/13  SELL     39.7   20.0    794.9     0.8  127.6      438.6      150.0     5961.7    963.2      4940.0   10901.8    11401.8  
24/05/15  SELL     42.0   20.0    840.8     0.8  173.5      612.1      130.0     5465.2    1133.1     5780.0   11245.2    11745.2  
24/05/23  SELL     51.7   20.0    1033.2    1.0  365.7      977.8      110.0     5682.6    2017.0     6812.2   12494.8    12994.8  
24/05/24  SELL     53.8   20.0    1076.8    1.1  409.2      1387.0     90.0      4845.6    1846.5     7887.9   12733.5    13233.5  
24/05/28  SELL     58.8   10.0    588.1     0.6  254.3      1641.3     80.0      4704.8    2038.9     8475.4   13180.2    13680.2  
24/05/30  BUY      59.1   20.0    1181.8    1.2  0.0        1641.3     100.0     5909.0    2060.1     7292.4   13201.4    13701.4  
24/05/31  BUY      56.5   20.0    1130.2    1.1  0.0        1641.3     120.0     6781.2    1801.0     6161.1   12942.3    13442.3  
24/05/31  BUY      54.1   20.0    1082.8    1.1  0.0        1641.3     140.0     7579.6    1515.5     5077.2   12656.8    13156.8  
24/05/31  SELL     56.7   20.0    1133.8    1.1  266.4      1907.6     120.0     6802.8    1605.0     6209.9   13012.7    13512.7  
24/06/03  SELL     61.3   20.0    1225.4    1.2  357.9      2265.5     100.0     6126.9    1795.5     7434.0   13561.0    14061.0  
24/06/04  SELL     63.3   20.0    1266.5    1.3  398.9      2664.4     80.0      5066.0    1600.8     8699.3   13765.3    14265.3  
24/06/04  HARVEST  63.7   0.0     500.0     0.0  0.0        2664.4     80.0      5094.4    1629.2     8199.3   13293.7    14293.7  
24/06/06  BUY      67.1   20.0    1341.2    1.3  0.0        2664.4     100.0     6706.0    1898.3     6856.7   13562.7    14562.7  
24/06/10  SELL     69.9   20.0    1398.2    1.4  435.3      3099.7     80.0      5592.8    1746.6     8253.5   13846.3    14846.3  
24/06/11  BUY      67.6   20.0    1352.2    1.4  0.0        3099.7     100.0     6761.0    1561.3     6900.0   13661.0    14661.0  
24/06/12  SELL     75.0   20.0    1500.0    1.5  458.6      3558.3     80.0      6000.0    1840.2     8398.5   14398.5    15398.5  
24/06/12  BUY      72.3   20.0    1446.0    1.4  0.0        3558.3     100.0     7230.0    1622.8     6951.0   14181.0    15181.0  
24/06/13  SELL     76.7   20.0    1534.0    1.5  411.0      3969.3     80.0      6136.0    1650.2     8483.5   14619.5    15619.5  
24/06/14  BUY      79.4   20.0    1588.4    1.6  0.0        3969.3     100.0     7942.0    1866.2     6893.5   14835.5    15835.5  
24/06/18  SELL     82.2   20.0    1643.4    1.6  426.6      4395.9     80.0      6573.6    1713.0     8535.2   15108.8    16108.8  
24/06/20  BUY      83.4   20.0    1667.6    1.7  0.0        4395.9     100.0     8338.0    1808.1     6866.0   15204.0    16204.0  
24/06/20  BUY      79.8   20.0    1595.3    1.6  0.0        4395.9     120.0     9571.8    1445.0     5269.1   14840.9    15840.9  
24/06/20  SELL     82.2   20.0    1643.6    1.6  287.5      4683.4     100.0     8218.0    1445.7     6911.0   15129.0    16129.0  
24/06/20  BUY      79.8   20.0    1596.4    1.6  0.0        4683.4     120.0     9578.4    1208.1     5313.0   14891.4    15891.4  
24/06/21  BUY      72.9   20.0    1458.4    1.5  0.0        4683.4     140.0     10208.8   378.6      3853.2   14062.0    15062.0  
24/06/21  SELL     76.1   20.0    1521.1    1.5  115.3      4798.6     120.0     9126.7    700.8      5372.8   14499.5    15499.5  
24/06/24  BUY      67.3   20.0    1345.8    1.3  0.0        4798.6     140.0     9420.6    -352.4     4025.6   13446.2    14446.2  
24/06/24  BUY      64.7   15.0    970.4     1.0  0.0        4798.6     155.0     10027.0   -717.4     3054.3   13081.3    14081.3  
24/06/25  SELL     68.2   20.0    1364.6    1.4  -23.1      4775.5     135.0     9211.1    -146.9     4417.6   13628.6    14628.6  
24/06/25  SELL     70.5   20.0    1410.2    1.4  22.4       4797.9     115.0     8108.7    137.1      5826.3   13935.0    14935.0  
24/06/25  SELL     72.9   20.0    1459.0    1.5  71.2       4869.1     95.0      6930.2    345.0      7283.9   14214.1    15214.1  
24/06/26  BUY      69.6   20.0    1392.0    1.4  0.0        4869.1     115.0     8004.0    25.4       5890.5   13894.5    14894.5  
24/06/26  SELL     73.0   20.0    1459.2    1.5  70.2       4939.3     95.0      6931.2    340.2      7348.2   14279.4    15279.4  
24/06/27  BUY      70.8   20.0    1416.9    1.4  0.0        4939.3     115.0     8147.2    137.8      5929.9   14077.1    15077.1  
24/06/28  SELL     73.3   20.0    1466.0    1.5  71.6       5010.9     95.0      6963.5    347.1      7394.4   14357.9    15357.9  
24/06/28  BUY      70.9   20.0    1418.1    1.4  0.0        5010.9     115.0     8154.1    118.2      5974.9   14129.1    15129.1  
24/07/01  BUY      67.6   20.0    1352.4    1.4  0.0        5010.9     135.0     9128.7    -261.0     4621.2   13749.9    14749.9  
24/07/01  SELL     70.2   20.0    1404.0    1.4  11.5       5022.4     115.0     8073.0    74.4       6023.8   14096.8    15096.8  
24/07/02  BUY      67.2   20.0    1344.8    1.3  0.0        5022.4     135.0     9077.7    -267.1     4677.6   13755.3    14755.3  
24/07/03  SELL     72.2   20.0    1444.3    1.4  58.4       5080.8     115.0     8304.7    344.3      6120.4   14425.1    15425.1  
24/07/03  SELL     74.4   20.0    1488.0    1.5  102.1      5182.9     95.0      7068.0    492.0      7606.9   14674.9    15674.9  
24/07/05  HARVEST  73.3   0.0     500.0     0.0  0.0        5182.9     95.0      6959.1    383.1      7106.9   14066.1    15566.1  
24/07/05  BUY      71.8   20.0    1436.1    1.4  0.0        5182.9     115.0     8257.5    244.0      5669.4   13926.9    15426.9  
24/07/08  SELL     75.5   20.0    1509.4    1.5  114.2      5297.2     95.0      7169.7    549.8      7177.3   14347.0    15847.0  
24/07/09  SELL     78.8   15.0    1182.2    1.2  135.8      5433.0     80.0      6305.2    730.6      8358.4   14663.6    16163.6  
24/07/09  BUY      76.3   20.0    1526.7    1.5  0.0        5433.0     100.0     7633.6    530.8      6830.1   14463.7    15963.7  
24/07/10  SELL     81.4   20.0    1627.6    1.6  205.4      5638.4     80.0      6510.4    828.1      8456.1   14966.5    16466.5  
24/07/11  BUY      78.5   20.0    1570.4    1.6  0.0        5638.4     100.0     7852.0    597.7      6884.1   14736.1    16236.1  
24/07/11  BUY      74.1   20.0    1481.2    1.5  0.0        5638.4     120.0     8887.2    150.2      5401.4   14288.6    15788.6  
24/07/11  SELL     76.2   20.0    1524.4    1.5  66.7       5705.1     100.0     7622.0    341.2      6924.3   14546.3    16046.3  
24/07/11  BUY      74.0   20.0    1480.8    1.5  0.0        5705.1     120.0     8884.8    121.7      5442.0   14326.8    15826.8  
24/07/12  SELL     76.7   20.0    1534.8    1.5  72.8       5777.8     100.0     7674.0    371.4      6975.3   14649.3    16149.3  
24/07/15  BUY      74.1   20.0    1481.0    1.5  0.0        5777.8     120.0     8886.0    101.0      5492.8   14378.8    15878.8  
24/07/16  BUY      71.2   20.0    1423.6    1.4  0.0        5777.8     140.0     9965.2    -244.9     4067.8   14033.0    15533.0  
24/07/17  BUY      63.5   15.0    951.9     1.0  0.0        5777.8     155.0     9836.6    -1326.3    3114.9   12951.5    14451.5  
24/07/18  BUY      61.0   15.0    915.6     0.9  0.0        5777.8     170.0     10376.8   -1702.7    2198.4   12575.2    14075.2  
24/07/18  SELL     63.8   20.0    1276.5    1.3  -145.9     5631.9     150.0     9573.6    -1084.8    3473.6   13047.1    14547.1  
24/07/22  SELL     67.1   20.0    1342.4    1.3  -80.1      5551.9     130.0     8725.6    -511.6     4814.6   13540.2    15040.2  
24/07/22  BUY      65.0   15.0    975.4     1.0  0.0        5551.9     145.0     9429.3    -784.3     3838.2   13267.6    14767.6  
24/07/22  SELL     67.1   20.0    1341.7    1.3  -68.4      5483.5     125.0     8385.9    -419.0     5178.6   13564.5    15064.5  
24/07/24  BUY      62.4   20.0    1247.4    1.2  0.0        5483.5     145.0     9043.6    -1009.9    3930.0   12973.6    14473.6  
24/07/24  BUY      59.5   15.0    892.5     0.9  0.0        5483.5     160.0     9520.0    -1426.9    3036.6   12556.6    14056.6  
24/07/24  BUY      57.4   15.0    861.5     0.9  0.0        5483.5     175.0     10050.3   -1759.0    2174.3   12224.5    13724.5  
24/07/25  BUY      54.8   15.0    821.2     0.8  0.0        5483.5     190.0     10402.5   -2228.8    1352.2   11754.7    13254.7  
24/07/25  SELL     58.1   20.0    1161.2    1.2  -169.6     5313.9     170.0     9870.2    -1431.5    2512.2   12382.4    13882.4  
24/07/25  BUY      55.7   15.0    835.3     0.8  0.0        5313.9     185.0     10302.6   -1835.2    1676.0   11978.7    13478.7  
24/07/29  SELL     58.2   20.0    1163.8    1.2  -149.6     5164.4     165.0     9601.3    -1224.3    2838.7   12440.0    13940.0  
24/07/29  BUY      55.8   15.0    837.2     0.8  0.0        5164.4     180.0     10045.8   -1617.9    2000.7   12046.5    13546.5  
24/07/30  BUY      50.8   15.0    762.2     0.8  0.0        5164.4     195.0     9908.9    -2517.7    1237.7   11146.6    12646.6  
24/07/30  BUY      48.0   15.0    719.9     0.7  0.0        5164.4     210.0     10077.9   -3069.3    517.1    10595.0    12095.0  
24/07/31  SELL     56.5   20.0    1129.9    1.1  -123.3     5041.0     190.0     10734.1   -1161.0    1645.9   12380.0    13880.0  
24/07/31  SELL     59.3   20.0    1185.2    1.2  -68.1      4972.9     170.0     10074.2   -568.8     2829.9   12904.1    14404.1  
24/08/01  BUY      56.2   15.0    843.8     0.8  0.0        4972.9     185.0     10406.2   -1081.3    1985.3   12391.6    13891.6  
24/08/01  BUY      54.1   15.0    811.5     0.8  0.0        4972.9     200.0     10820.0   -1479.9    1173.0   11993.0    13493.0  
24/08/01  BUY      51.1   15.0    766.1     0.8  0.0        4972.9     215.0     10981.1   -2085.6    406.1    11387.3    12887.3  
24/08/02  BUY      46.2   8.8     405.7     0.4  0.0        4972.9     223.8     10349.5   -3123.4    0.0      10349.5    11849.5  
24/08/02  SUBSIDY  48.2   0.0     1000.0    0.0  0.0        4972.9     223.8     10779.1   -2693.8    1000.0   11779.1    13279.1  
24/08/02  SELL     49.3   20.0    987.0     1.0  -218.1     4754.8     203.8     10056.1   -2212.6    1986.0   12042.2    13542.2  
24/08/02  BUY      47.1   15.0    706.2     0.7  0.0        4754.8     218.8     10299.8   -2675.9    1279.1   11578.9    13078.9  
24/08/02  SELL     49.4   20.0    987.6     1.0  -199.6     4555.2     198.8     9815.4    -1974.1    2265.7   12081.1    13581.1  
24/08/05  BUY      41.7   15.0    625.2     0.6  0.0        4555.2     213.8     8910.0    -3505.2    1639.9   10549.9    12049.9  
24/08/05  SELL     45.6   20.0    911.2     0.9  -251.3     4303.9     193.8     8828.3    -2425.4    2550.2   11378.5    12878.5  
24/08/05  BUY      43.4   15.0    651.6     0.7  0.0        4303.9     208.8     9069.1    -2836.9    1898.0   10967.0    12467.0  
24/08/06  SELL     45.8   20.0    915.9     0.9  -225.6     4078.3     188.8     8644.8    -2120.6    2812.9   11457.8    12957.8  
24/08/06  SELL     48.6   20.0    972.0     1.0  -169.5     3908.8     168.8     8202.3    -1422.5    3784.0   11986.3    13486.3  
24/08/06  BUY      46.1   15.0    692.0     0.7  0.0        3908.8     183.8     8477.4    -1840.0    3091.3   11568.7    13068.7  
24/08/07  BUY      42.9   15.0    643.0     0.6  0.0        3908.8     198.8     8520.7    -2440.4    2447.7   10968.4    12468.4  
24/08/08  SELL     45.6   20.0    911.2     0.9  -192.6     3716.2     178.8     8144.9    -1713.4    3358.0   11502.8    13002.8  
24/08/12  SELL     51.0   20.0    1020.0    1.0  -83.9      3632.3     158.8     8097.4    -658.0     4377.0   12474.3    13974.3  
24/08/13  SELL     54.5   20.0    1089.8    1.1  -14.2      3618.1     138.8     7561.7    -90.8      5465.7   13027.3    14527.3  
24/08/13  HARVEST  55.2   0.0     500.0     0.0  0.0        3618.1     138.8     7667.2    14.7       4965.7   12632.8    14632.8  
24/08/13  SELL     56.6   20.0    1131.6    1.1  27.6       3645.7     118.8     6720.1    170.5      6096.1   12816.2    14816.2  
24/08/15  SELL     61.2   20.0    1224.2    1.2  120.1      3765.8     98.8      6045.8    599.1      7319.1   13364.9    15364.9  
24/08/16  SELL     64.8   18.8    1216.0    1.2  179.7      3945.5     80.0      5182.5    770.9      8533.9   13716.3    15716.3  
24/08/20  BUY      67.5   20.0    1350.0    1.3  0.0        3945.5     100.0     6750.1    987.1      7182.5   13932.6    15932.6  
24/08/22  BUY      64.8   20.0    1296.2    1.3  0.0        3945.5     120.0     7777.3    716.8      5885.0   13662.3    15662.3  
24/08/23  SELL     69.4   20.0    1387.8    1.4  209.7      4155.1     100.0     6939.1    1055.4     7271.4   14210.5    16210.5  
24/08/26  BUY      66.6   20.0    1331.3    1.3  0.0        4155.1     120.0     7987.9    771.6      5938.8   13926.7    15926.7  
24/08/27  SELL     68.6   20.0    1371.7    1.4  167.6      4322.7     100.0     6858.5    844.9      7309.1   14167.6    16167.6  
24/08/28  BUY      63.5   20.0    1269.0    1.3  0.0        4322.7     120.0     7614.1    330.2      6038.9   13652.9    15652.9  
24/08/28  SELL     65.8   20.0    1315.8    1.3  100.5      4423.2     100.0     6579.0    509.0      7353.3   13932.3    15932.3  
24/08/29  BUY      60.1   20.0    1201.5    1.2  0.0        4423.2     120.0     7209.3    -63.4      6150.6   13359.9    15359.9  
24/08/29  BUY      57.2   20.0    1143.7    1.1  0.0        4423.2     140.0     8006.0    -411.5     5005.7   13011.7    15011.7  
24/09/03  BUY      51.4   20.0    1027.6    1.0  0.0        4423.2     160.0     8220.9    -1225.3    3977.1   12198.0    14198.0  
24/09/03  BUY      47.5   15.0    713.2     0.7  0.0        4423.2     175.0     8321.3    -1838.8    3263.1   11584.4    13584.4  
24/09/04  BUY      45.4   15.0    681.7     0.7  0.0        4423.2     190.0     8634.6    -2207.9    2580.8   11215.4    13215.4  
24/09/05  SELL     48.1   20.0    962.6     1.0  -179.7     4243.6     170.0     8182.1    -1519.0    3542.4   11724.6    13724.6  
24/09/05  BUY      45.7   15.0    685.4     0.7  0.0        4243.6     185.0     8453.6    -1933.6    2856.3   11309.9    13309.9  
24/09/06  BUY      43.5   20.0    869.0     0.9  0.0        4243.6     205.0     8907.3    -2349.8    1986.4   10893.7    12893.7  
24/09/09  SELL     45.7   20.0    913.8     0.9  -185.4     4058.2     185.0     8452.7    -1706.2    2899.3   11352.0    13352.0  
24/09/11  SELL     48.1   20.0    962.3     1.0  -136.9     3921.3     165.0     7939.0    -1121.6    3860.7   11799.7    13799.7  
24/09/11  SELL     51.1   20.0    1022.8    1.0  -76.5      3844.8     145.0     7415.4    -547.0     4882.5   12297.9    14297.9  
24/09/11  SELL     53.3   20.0    1065.4    1.1  -34.0      3810.9     125.0     6658.5    -205.6     5946.7   12605.2    14605.2  
24/09/11  HARVEST  53.9   0.0     500.0     0.0  0.0        3810.9     125.0     6732.9    -131.3     5446.7   12179.6    14679.6  
24/09/12  SELL     57.2   20.0    1143.4    1.1  44.0       3854.9     105.0     6002.9    237.0      6589.0   12591.9    15091.9  
24/09/16  BUY      54.7   20.0    1095.0    1.1  0.0        3854.9     125.0     6843.8    -18.2      5492.9   12336.7    14836.7  
24/09/18  BUY      52.5   20.0    1050.7    1.1  0.0        3854.9     145.0     7617.8    -295.9     4441.1   12059.0    14559.0  
24/09/19  SELL     56.4   20.0    1128.4    1.1  35.7       3890.6     125.0     7052.6    230.4      5568.4   12621.0    15121.0  
24/09/20  BUY      53.2   20.0    1063.4    1.1  0.0        3890.6     145.0     7709.7    -177.0     4503.9   12213.6    14713.6  
24/09/24  SELL     57.8   20.0    1155.6    1.2  66.6       3957.2     125.0     7222.6    423.7      5658.4   12880.9    15380.9  
24/09/25  SELL     61.4   20.0    1227.2    1.2  138.2      4095.4     105.0     6442.9    731.8      6884.3   13327.2    15827.2  
24/09/27  BUY      58.2   20.0    1163.0    1.2  0.0        4095.4     125.0     7268.8    393.6      5720.2   12989.0    15489.0  
24/10/01  BUY      54.8   20.0    1095.4    1.1  0.0        4095.4     145.0     7941.7    -30.0      4623.7   12565.4    15065.4  
24/10/03  SELL     58.7   20.0    1174.8    1.2  74.1       4169.5     125.0     7342.6    470.4      5797.3   13139.9    15639.9  
24/10/04  HARVEST  58.9   0.0     500.0     0.0  0.0        4169.5     125.0     7365.1    492.9      5297.3   12662.4    15662.4  
24/10/04  SELL     60.9   20.0    1218.4    1.2  117.6      4287.1     105.0     6396.7    624.0      6514.5   12911.2    15911.2  
24/10/07  SELL     63.5   20.0    1270.4    1.3  169.6      4456.7     85.0      5399.3    726.2      7783.6   13182.9    16182.9  
24/10/07  SELL     65.8   5.0     328.8     0.3  53.6       4510.3     80.0      5260.9    862.7      8112.1   13373.0    16373.0  
24/10/15  BUY      67.9   20.0    1359.0    1.4  0.0        4510.3     100.0     6795.1    1036.5     6751.7   13546.8    16546.8  
24/10/16  SELL     70.3   20.0    1405.4    1.4  252.3      4762.6     80.0      5621.7    1014.8     8155.7   13777.4    16777.4  
24/10/17  BUY      72.8   20.0    1456.8    1.5  0.0        4762.6     100.0     7284.1    1219.0     6697.5   13981.5    16981.5  
24/10/21  SELL     77.6   20.0    1551.5    1.6  337.0      5099.6     80.0      6206.3    1354.2     8247.5   14453.7    17453.7  
24/10/23  BUY      76.2   20.0    1524.0    1.5  0.0        5099.6     100.0     7620.0    1242.3     6722.0   14341.9    17341.9  
24/10/23  BUY      74.1   20.0    1481.3    1.5  0.0        5099.6     120.0     8887.8    1027.4     5239.2   14127.0    17127.0  
24/10/24  SELL     76.3   20.0    1526.1    1.5  214.5      5314.1     100.0     7630.6    1080.3     6763.8   14394.4    17394.4  
24/10/25  SELL     79.4   20.0    1588.5    1.6  276.9      5591.0     80.0      6354.2    1113.9     8350.7   14704.9    17704.9  
24/10/25  BUY      77.4   20.0    1547.4    1.5  0.0        5591.0     100.0     7737.1    947.9      6801.8   14538.8    17538.8  
24/10/30  BUY      74.9   20.0    1497.6    1.5  0.0        5591.0     120.0     8985.7    697.4      5302.7   14288.3    17288.3  
24/10/31  BUY      68.9   20.0    1378.4    1.4  0.0        5591.0     140.0     9649.1    -19.1      3922.9   13571.9    16571.9  
24/11/01  SELL     72.2   20.0    1443.0    1.4  60.4       5651.4     120.0     8658.1    371.1      5364.4   14022.5    17022.5  
24/11/05  SELL     74.8   20.0    1495.6    1.5  113.0      5764.3     100.0     7478.1    572.3      6858.5   14336.6    17336.6  
24/11/05  HARVEST  74.8   0.0     500.0     0.0  0.0        5764.3     100.0     7482.0    576.1      6358.5   13840.5    17340.5  
24/11/06  SELL     79.5   20.0    1589.6    1.6  206.9      5971.2     80.0      6358.5    833.8      7946.5   14305.0    17805.0  
24/11/11  BUY      80.3   20.0    1605.2    1.6  0.0        5971.2     100.0     8026.1    894.6      6339.7   14365.8    17865.8  
24/11/12  SELL     84.9   20.0    1698.2    1.7  270.2      6241.4     80.0      6792.9    1087.7     8036.2   14829.1    18329.1  
24/11/12  BUY      82.5   20.0    1650.7    1.7  0.0        6241.4     100.0     8253.6    896.0      6383.9   14637.5    18137.5  
24/11/15  BUY      77.1   20.0    1542.6    1.5  0.0        6241.4     120.0     9255.7    354.0      4839.7   14095.4    17595.4  
24/11/15  BUY      74.6   15.0    1119.3    1.1  0.0        6241.4     135.0     10073.7   51.6       3719.3   13793.1    17293.1  
24/11/15  SELL     76.8   20.0    1535.6    1.5  49.3       6290.7     115.0     8829.8    292.4      5253.4   14083.2    17583.2  
24/11/18  BUY      74.5   20.0    1490.3    1.5  0.0        6290.7     135.0     10059.8   30.6       3761.6   13821.3    17321.3  
24/11/19  SELL     77.7   20.0    1553.1    1.6  65.8       6356.5     115.0     8930.4    387.1      5313.1   14243.6    17743.6  
24/11/19  SELL     80.9   20.0    1617.0    1.6  129.6      6486.1     95.0      7680.9    623.3      6928.5   14609.4    18109.4  
24/11/20  BUY      78.3   20.0    1566.6    1.6  0.0        6486.1     115.0     9008.0    382.3      5360.4   14368.4    17868.4  
24/11/20  SELL     80.7   20.0    1613.0    1.6  111.3      6597.4     95.0      7661.8    536.2      6971.7   14633.6    18133.6  
24/11/21  BUY      75.4   20.0    1508.2    1.5  0.0        6597.4     115.0     8672.2    36.9       5462.0   14134.2    17634.2  
24/11/21  SELL     79.6   20.0    1591.9    1.6  88.5       6685.9     95.0      7561.6    428.0      7052.3   14613.9    18113.9  
24/11/21  SELL     81.9   15.0    1229.0    1.2  101.4      6787.3     80.0      6554.5    547.3      8280.1   14834.5    18334.5  
24/11/22  BUY      77.1   20.0    1541.0    1.5  0.0        6787.3     100.0     7705.1    155.3      6737.5   14442.6    17942.6  
24/11/25  BUY      71.0   20.0    1419.8    1.4  0.0        6787.3     120.0     8518.9    -452.1     5316.3   13835.2    17335.2  
24/11/27  BUY      65.9   20.0    1317.2    1.3  0.0        6787.3     140.0     9220.5    -1069.0    3997.8   13218.2    16718.2  
24/11/27  SELL     68.0   20.0    1360.6    1.4  -110.7     6676.6     120.0     8163.7    -655.9     5357.0   13520.7    17020.7  
24/11/29  SELL     72.3   20.0    1445.6    1.4  -25.8      6650.8     100.0     7228.1    -121.6     6801.2   14029.2    17529.2  
24/12/02  HARVEST  72.8   0.0     500.0     0.0  0.0        6650.8     100.0     7280.1    -69.6      6301.2   13581.2    17581.2  
24/12/04  SELL     75.5   20.0    1509.9    1.5  38.5       6689.3     80.0      6039.7    159.9      7809.6   13849.2    17849.2  
24/12/06  BUY      76.2   20.0    1524.4    1.5  0.0        6689.3     100.0     7622.1    216.4      6283.6   13905.7    17905.7  
24/12/09  BUY      71.9   20.0    1438.3    1.4  0.0        6689.3     120.0     8629.9    -215.5     4843.9   13473.8    17473.8  
24/12/10  BUY      69.4   15.0    1041.7    1.0  0.0        6689.3     135.0     9375.8    -512.4     3801.1   13176.9    17176.9  
24/12/11  SELL     71.7   20.0    1434.2    1.4  -32.1      6657.2     115.0     8246.7    -176.6     5233.9   13480.6    17480.6  
24/12/12  BUY      69.7   20.0    1393.2    1.4  0.0        6657.2     135.0     9404.2    -413.7     3839.3   13243.4    17243.4  
24/12/13  BUY      65.8   15.0    986.7     1.0  0.0        6657.2     150.0     9867.1    -938.5     2851.6   12718.7    16718.7  
24/12/16  BUY      63.8   20.0    1275.0    1.3  0.0        6657.2     170.0     10837.6   -1244.3    1575.3   12412.9    16412.9  
24/12/17  BUY      60.5   20.0    1210.0    1.2  0.0        6657.2     190.0     11495.1   -1798.0    364.1    11859.2    15859.2  
24/12/17  SELL     64.0   15.0    960.1     1.0  -90.3      6566.8     175.0     11200.9   -1042.7    1323.2   12524.2    16524.2  
24/12/18  SELL     68.2   20.0    1364.0    1.4  -36.6      6530.2     155.0     10571.1   -273.3     2685.9   13256.9    17256.9  
24/12/18  BUY      63.7   20.0    1274.2    1.3  0.0        6530.2     175.0     11149.5   -970.3     1410.4   12559.9    16559.9  
24/12/18  BUY      61.7   20.0    1234.0    1.2  0.0        6530.2     195.0     12031.6   -1323.5    175.1    12206.7    16206.7  
24/12/19  SELL     65.8   20.0    1316.2    1.3  -54.9      6475.3     175.0     11516.4   -468.9     1490.0   13006.4    17006.4  
24/12/19  BUY      63.4   20.0    1267.9    1.3  0.0        6475.3     195.0     12361.7   -892.8     220.8    12582.5    16582.5  
24/12/20  SELL     66.4   20.0    1329.0    1.3  -31.8      6443.5     175.0     11628.8   -266.2     1548.5   13177.3    17177.3  
24/12/23  SELL     68.8   20.0    1375.1    1.4  14.3       6457.9     155.0     10657.2   121.6      2922.3   13579.5    17579.5  
24/12/23  SELL     71.0   20.0    1420.6    1.4  59.8       6517.6     135.0     9589.1    412.9      4341.4   13930.6    17930.6  
24/12/24  SELL     73.3   20.0    1466.0    1.5  105.1      6622.7     115.0     8429.6    612.8      5806.0   14235.5    18235.5  
24/12/26  BUY      71.1   20.0    1422.5    1.4  0.0        6622.7     135.0     9601.7    361.1      4382.1   13983.8    17983.8  
24/12/27  BUY      67.9   15.0    1018.1    1.0  0.0        6622.7     150.0     10180.6   -79.1      3363.0   13543.6    17543.6  
24/12/30  SELL     71.3   20.0    1425.2    1.4  55.8       6678.6     130.0     9263.9    372.1      4786.8   14050.7    18050.7  
24/12/31  BUY      67.2   15.0    1008.7    1.0  0.0        6678.6     145.0     9750.6    -150.8     3777.1   13527.7    17527.7  
25/01/02  SELL     70.0   20.0    1399.5    1.4  32.4       6711.0     125.0     8747.2    211.4      5175.2   13922.4    17922.4  
25/01/03  HARVEST  75.2   0.0     500.0     0.0  0.0        6711.0     125.0     9400.1    864.3      4675.2   14075.3    18575.3  
25/01/03  SELL     75.2   20.0    1504.0    1.5  136.8      6847.8     105.0     7896.1    726.0      6177.7   14073.8    18573.8  
25/01/06  SELL     84.0   20.0    1679.4    1.7  312.0      7159.8     85.0      7137.5    1333.2     7855.5   14993.0    19493.0  
25/01/06  BUY      81.9   20.0    1637.2    1.6  0.0        7159.8     105.0     8595.4    1152.2     6216.6   14812.0    19312.0  
25/01/07  BUY      75.6   20.0    1512.4    1.5  0.0        7159.8     125.0     9452.3    495.2      4702.8   14155.0    18655.0  
25/01/07  BUY      73.0   15.0    1095.1    1.1  0.0        7159.8     140.0     10221.1   167.8      3606.6   13827.6    18327.6  
25/01/08  BUY      69.5   15.0    1042.5    1.0  0.0        7159.8     155.0     10772.6   -324.2     2563.0   13335.6    17835.6  
25/01/08  SELL     72.1   20.0    1441.6    1.4  8.3        7168.1     135.0     9730.9    65.9       4003.2   13734.1    18234.1  
25/01/10  BUY      67.4   20.0    1348.7    1.3  0.0        7168.1     155.0     10452.7   -562.3     2653.1   13105.8    17605.8  
25/01/13  BUY      62.0   20.0    1240.1    1.2  0.0        7168.1     175.0     10851.4   -1405.0    1411.7   12263.1    16763.1  
25/01/13  SELL     64.5   15.0    967.1     1.0  -84.5      7083.7     160.0     10315.3   -890.6     2377.8   12693.1    17193.1  
25/01/14  BUY      62.3   20.0    1246.0    1.2  0.0        7083.7     180.0     11214.1   -1239.0    1130.6   12344.6    16844.6  
25/01/15  SELL     65.3   15.0    979.7     1.0  -59.0      7024.6     165.0     10776.9   -638.4     2109.3   12886.2    17386.2  
25/01/16  SELL     68.2   15.0    1023.1    1.0  -15.6      7009.0     150.0     10231.6   -146.0     3131.4   13363.0    17863.0  
25/01/16  BUY      65.3   20.0    1305.8    1.3  0.0        7009.0     170.0     11099.4   -585.3     1824.3   12923.7    17423.7  
25/01/17  SELL     67.6   15.0    1014.3    1.0  -17.7      6991.3     155.0     10481.2   -172.5     2837.6   13318.8    17818.8  
25/01/21  SELL     69.7   20.0    1394.2    1.4  18.1       7009.4     135.0     9410.9    131.9      4230.4   13641.3    18141.3  
