Date      Action   Price  Shares  TradeAmt  Fee  TradeGain  TotalGain  Position  PosValue  FloatGain  Cash     AcctAsset  RealAsset
26/02/18  SELL     88.5   15.0    1327.4    1.3  53.6       14331.2    206.1     18238.4   755.1      3847.9   22086.4    32086.4  
26/02/18  BUY      86.0   20.0    1719.1    1.7  0.0        14331.2    226.1     19435.0   230.9      2127.1   21562.1    31562.1  
26/02/20  SELL     88.0   15.0    1320.4    1.3  45.1       14376.4    211.1     18583.7   653.6      3446.2   22030.0    32030.0  
26/02/23  SELL     90.1   15.0    1352.1    1.4  76.7       14453.1    196.1     17677.1   1020.9     4797.0   22474.0    32474.0  
26/02/25  SELL     94.2   20.0    1885.0    1.9  184.4      14637.5    176.1     16598.0   1640.6     6680.1   23278.1    33278.1  
26/02/26  BUY      84.7   25.0    2118.0    2.1  0.0        14637.5    201.1     17037.8   -39.8      4560.0   21597.7    31597.7  
26/02/27  BUY      80.7   20.0    1614.0    1.6  0.0        14637.5    221.1     17843.4   -849.8     2944.3   20787.7    30787.7  
26/02/27  BUY      78.1   20.0    1562.4    1.6  0.0        14637.5    241.1     18835.3   -1421.9    1380.4   20215.7    30215.7  
26/03/02  SELL     81.5   15.0    1223.2    1.2  -38.2      14599.3    226.1     18439.0   -557.9     2602.4   21041.4    31041.4  
26/03/03  BUY      76.8   20.0    1536.4    1.5  0.0        14599.3    246.1     18905.9   -1628.9    1064.5   19970.4    29970.4  
26/03/03  SELL     79.0   15.0    1184.3    1.2  -68.5      14530.8    231.1     18246.2   -1037.0    2247.6   20493.8    30493.8  
26/03/04  SELL     81.8   15.0    1226.9    1.2  -26.0      14504.8    216.1     17675.4   -356.3     3473.2   21148.6    31148.6  
26/03/05  BUY      79.7   20.0    1594.0    1.6  0.0        14504.8    236.1     18817.7   -809.5     1877.6   20695.3    30695.3  
26/03/06  BUY      76.1   20.0    1522.2    1.5  0.0        14504.8    256.1     19492.3   -1658.7    353.9    19846.2    29846.2  
26/03/09  SELL     78.9   15.0    1184.2    1.2  -55.7      14449.1    241.1     19035.4   -876.8     1536.9   20572.3    30572.3  
26/03/10  SELL     82.0   15.0    1230.5    1.2  -9.5       14439.6    226.1     18548.2   -125.2     2766.2   21314.4    31314.4  
26/03/11  SELL     84.6   15.0    1268.7    1.3  28.6       14468.2    211.1     17855.4   420.8      4033.6   21889.1    31889.1  
26/03/12  BUY      80.3   20.0    1605.2    1.6  0.0        14468.2    231.1     18548.6   -492.8     2426.8   20975.5    30975.5  
26/03/16  SELL     82.4   15.0    1236.3    1.2  -0.8       14467.4    216.1     17811.5   6.0        3661.9   21473.4    31473.4  
26/03/16  BUY      79.9   20.0    1598.7    1.6  0.0        14467.4    236.1     18873.2   -532.6     2061.6   20934.8    30934.8  
26/03/19  BUY      76.1   20.0    1522.4    1.5  0.0        14467.4    256.1     19494.9   -1434.9    537.7    20032.5    30032.5  
26/03/20  BUY      73.9   7.3     537.1     0.5  0.0        14467.4    263.4     19460.9   -2006.5    0.0      19460.9    29460.9  
26/03/20  SUBSIDY  73.2   0.0     1000.0    0.0  0.0        14467.4    263.4     19268.6   -2198.8    1000.0   20268.6    30268.6  
26/03/20  BUY      71.6   14.0    999.0     1.0  0.0        14467.4    277.3     19856.7   -2610.7    0.1      19856.7    29856.7  
26/03/23  SELL     76.1   15.0    1141.7    1.1  -74.7      14392.7    262.3     19965.8   -1286.4    1140.6   21106.3    31106.3  
26/03/23  BUY      73.5   15.5    1139.3    1.1  0.0        14392.7    277.8     20428.3   -1964.3    0.1      20428.4    30428.4  
26/03/25  SELL     77.9   15.0    1168.8    1.2  -41.4      14351.3    262.8     20479.2   -704.5     1167.7   21646.9    31646.9  
26/03/26  BUY      73.5   15.9    1166.5    1.2  0.0        14351.3    278.7     20478.7   -1872.6    0.0      20478.8    30478.8  
26/03/31  SELL     69.9   15.0    1048.7    1.0  -155.4     14195.9    263.7     18435.1   -2713.2    1047.6   19482.8    29482.8  
26/03/31  SELL     72.2   15.0    1083.7    1.1  -120.4     14075.5    248.7     17967.2   -1978.1    2130.2   20097.4    30097.4  
26/04/01  SELL     74.3   15.0    1115.0    1.1  -89.1      13986.4    233.7     17370.8   -1371.6    3244.1   20614.8    30614.8  
26/04/02  BUY      72.2   20.0    1444.0    1.4  0.0        13986.4    253.7     18317.0   -1870.8    1798.6   20115.6    30115.6  
26/04/02  SELL     74.4   15.0    1116.0    1.1  -78.7      13907.7    238.7     17759.1   -1235.0    2913.5   20672.6    30672.6  
26/04/08  SELL     78.7   15.0    1180.3    1.2  -14.5      13893.2    223.7     17601.7   -198.9     4092.6   21694.3    31694.3  
26/04/10  SELL     83.8   15.0    1257.2    1.3  62.4       13955.5    208.7     17492.0   885.1      5348.6   22840.6    32840.6  
26/04/10  HARVEST  85.3   0.0     500.0     0.0  0.0        13955.5    208.7     17804.0   1197.1     4848.6   22652.6    33152.6  
26/04/14  SELL     88.3   15.0    1324.5    1.3  129.6      14085.1    193.7     17103.5   1690.2     6171.7   23275.3    33775.3  
26/04/14  SELL     91.3   15.0    1369.5    1.4  174.5      14259.6    178.7     16315.1   2095.4     7539.9   23855.0    34355.0  
26/04/15  SELL     94.1   15.0    1410.8    1.4  215.7      14475.3    163.7     15395.8   2369.7     8949.2   24345.0    34845.0  
26/04/15  BUY      91.9   25.0    2298.7    2.3  0.0        14475.3    188.7     17350.8   2023.6     6648.2   23999.0    34499.0  
26/04/17  SELL     95.0   15.0    1424.9    1.4  205.0      14680.4    173.7     16499.6   2390.8     8071.6   24571.2    35071.2  
26/04/24  SELL     102.9  20.0    2057.2    2.1  430.6      15111.0    153.7     15809.4   3325.1     10126.7  25936.1    36436.1  
