Datetime,Open,High,Low,Close,Volume
2024-04-25 13:30:00+00:00,30.600000381469727,33.33000183105469,30.049999237060547,33.0099983215332,7730921
2024-04-25 14:30:00+00:00,33.040000915527344,33.09000015258789,32.349998474121094,32.74980163574219,1918698
2024-04-25 15:30:00+00:00,32.75360107421875,33.12990188598633,32.26969909667969,33.07929992675781,845390
2024-04-25 16:30:00+00:00,33.06100082397461,33.52000045776367,32.790000915527344,33.380699157714844,1111075
2024-04-25 17:30:00+00:00,33.36000061035156,33.959999084472656,33.36000061035156,33.459999084472656,1342590
2024-04-25 18:30:00+00:00,33.439998626708984,34.05979919433594,33.2599983215332,33.7400016784668,2045746
2024-04-25 19:30:00+00:00,33.72999954223633,33.77539825439453,33.33000183105469,33.540000915527344,824176
2024-04-26 13:30:00+00:00,34.46200180053711,36.97999954223633,34.09000015258789,36.36000061035156,8297741
2024-04-26 14:30:00+00:00,36.3650016784668,37.34000015258789,36.290000915527344,36.994998931884766,3133110
2024-04-26 15:30:00+00:00,37.0,37.14500045776367,36.39400100708008,37.0,1387439
2024-04-26 16:30:00+00:00,36.9900016784668,38.070098876953125,36.900001525878906,37.915000915527344,2304367
2024-04-26 17:30:00+00:00,37.93000030517578,37.970001220703125,37.02000045776367,37.470001220703125,2198682
2024-04-26 18:30:00+00:00,37.4900016784668,37.68000030517578,36.91999816894531,37.66999816894531,1789271
2024-04-26 19:30:00+00:00,37.66999816894531,37.689998626708984,37.20800018310547,37.59000015258789,1413760
2024-04-29 13:30:00+00:00,37.40999984741211,37.630001068115234,35.560001373291016,37.2760009765625,6790376
2024-04-29 14:30:00+00:00,37.260101318359375,37.52040100097656,36.56999969482422,36.939998626708984,1685967
2024-04-29 15:30:00+00:00,36.959999084472656,37.11000061035156,36.5099983215332,37.040000915527344,1211474
2024-04-29 16:30:00+00:00,37.09000015258789,37.77009963989258,36.869998931884766,37.73500061035156,1494910
2024-04-29 17:30:00+00:00,37.7400016784668,37.79999923706055,37.13999938964844,37.470001220703125,1319834
2024-04-29 18:30:00+00:00,37.45000076293945,37.459999084472656,36.58100128173828,37.060001373291016,1447164
2024-04-29 19:30:00+00:00,37.07040023803711,37.78499984741211,37.029998779296875,37.619998931884766,840535
2024-04-30 13:30:00+00:00,37.119998931884766,38.4900016784668,37.0099983215332,37.400001525878906,4327819
2024-04-30 14:30:00+00:00,37.349998474121094,37.95000076293945,36.9546012878418,37.38999938964844,1558751
2024-04-30 15:30:00+00:00,37.36000061035156,37.41999816894531,36.690101623535156,37.27000045776367,1160609
2024-04-30 16:30:00+00:00,37.2400016784668,37.2400016784668,36.35499954223633,36.625,1123078
2024-04-30 17:30:00+00:00,36.599998474121094,37.064998626708984,36.4900016784668,36.66999816894531,749951
2024-04-30 18:30:00+00:00,36.75,37.08000183105469,36.65999984741211,36.970001220703125,629340
2024-04-30 19:30:00+00:00,36.97140121459961,37.27000045776367,36.400001525878906,36.400001525878906,1240207
2024-05-01 13:30:00+00:00,35.279998779296875,35.68000030517578,33.54399871826172,34.185001373291016,5281073
2024-05-01 14:30:00+00:00,34.220001220703125,34.72990036010742,32.93000030517578,33.279998779296875,2987826
2024-05-01 15:30:00+00:00,33.279998779296875,33.599998474121094,32.09000015258789,32.91999816894531,3174600
2024-05-01 16:30:00+00:00,32.910099029541016,32.98379898071289,32.21110153198242,32.73500061035156,960813
2024-05-01 17:30:00+00:00,32.7599983215332,34.209999084472656,32.66999816894531,34.189998626708984,2149097
2024-05-01 18:30:00+00:00,34.16999816894531,36.08000183105469,33.30009841918945,35.255001068115234,5104971
2024-05-01 19:30:00+00:00,35.220001220703125,35.220001220703125,33.540000915527344,33.540000915527344,1661647
2024-05-02 13:30:00+00:00,34.7599983215332,35.689998626708984,33.6510009765625,34.5547981262207,4571898
2024-05-02 14:30:00+00:00,34.47999954223633,35.289798736572266,34.22999954223633,34.869998931884766,1236351
